ncbi_species_taxid	accession	ncbi_genbank_assembly_accession	ncbi_organism_name	kingdom	phylum	species	ncbi_taxonomy	source	is_published
2026741	GCA_017881465.1	GCA_017881465.1	Gemmatimonadaceae bacterium	Bacteria	Gemmatimonadota	Gemmatimonadaceae bacterium	d__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	GTDB_207	Y
2026742	GCA_012270965.1	GCA_012270965.1	Gemmatimonadetes bacterium	Bacteria	Gemmatimonadota	Gemmatimonadota bacterium	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	GTDB_207	Y
2026742	GCA_007124095.1	GCA_007124095.1	Gemmatimonadetes bacterium	Bacteria	Gemmatimonadota	Gemmatimonadota bacterium	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	GTDB_207	Y
2026742	GCA_016704275.1	GCA_016704275.1	Gemmatimonadetes bacterium	Bacteria	Gemmatimonadota	Gemmatimonadota bacterium	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	GTDB_207	Y
2026742	GCA_003222055.1	GCA_003222055.1	Gemmatimonadetes bacterium	Bacteria	Gemmatimonadota	Gemmatimonadota bacterium	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	GTDB_207	Y
2026742	GCA_009692185.1	GCA_009692185.1	Gemmatimonadetes bacterium	Bacteria	Gemmatimonadota	Gemmatimonadota bacterium	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	GTDB_207	Y
2026743	GCA_002721785.1	GCA_002721785.1	Halieaceae bacterium	Bacteria	Pseudomonadota	Halieaceae bacterium	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__	GTDB_207	Y
2026743	GCA_018657645.1	GCA_018657645.1	Halieaceae bacterium	Bacteria	Pseudomonadota	Halieaceae bacterium	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__	GTDB_207	Y
2026745	GCA_002712005.1	GCA_002712005.1	Halobacteriovoraceae bacterium	Bacteria	Bdellovibrionota	Halobacteriovoraceae bacterium	d__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__Halobacteriovoraceae;g__;s__	GTDB_207	Y
2026745	GCA_002711995.1	GCA_002711995.1	Halobacteriovoraceae bacterium	Bacteria	Bdellovibrionota	Halobacteriovoraceae bacterium	d__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__Halobacteriovoraceae;g__;s__	GTDB_207	Y
2026745	GCA_018646195.1	GCA_018646195.1	Halobacteriovoraceae bacterium	Bacteria	Bdellovibrionota	Halobacteriovoraceae bacterium	d__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__Halobacteriovoraceae;g__;s__	GTDB_207	Y
2026747	GCA_018238545.1	GCA_018238545.1	Candidatus Heimdallarchaeota archaeon	Archaea	Candidatus Heimdallarchaeota	Candidatus Heimdallarchaeota archaeon	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	GTDB_207	Y
2026747	GCA_019057375.1	GCA_019057375.1	Candidatus Heimdallarchaeota archaeon	Archaea	Candidatus Heimdallarchaeota	Candidatus Heimdallarchaeota archaeon	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	GTDB_207	Y
2026747	GCA_015523565.1	GCA_015523565.1	Candidatus Heimdallarchaeota archaeon	Archaea	Candidatus Heimdallarchaeota	Candidatus Heimdallarchaeota archaeon	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	GTDB_207	Y
2026747	GCA_019057635.1	GCA_019057635.1	Candidatus Heimdallarchaeota archaeon	Archaea	Candidatus Heimdallarchaeota	Candidatus Heimdallarchaeota archaeon	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	GTDB_207	Y
2026747	GCA_016840095.1	GCA_016840095.1	Candidatus Heimdallarchaeota archaeon	Archaea	Candidatus Heimdallarchaeota	Candidatus Heimdallarchaeota archaeon	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	GTDB_207	Y
2026748	GCA_014378995.1	GCA_014378995.1	Hyphomonadaceae bacterium	Bacteria	Pseudomonadota	Hyphomonadaceae bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae;g__;s__	GTDB_207	Y
2026748	GCA_016791365.1	GCA_016791365.1	Hyphomonadaceae bacterium	Bacteria	Pseudomonadota	Hyphomonadaceae bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae;g__;s__	GTDB_207	Y
2026749	GCA_003170475.1	GCA_003170475.1	Ignavibacteriae bacterium	Bacteria	Ignavibacteriota	Ignavibacteriota bacterium	d__Bacteria;p__Ignavibacteriae;c__;o__;f__;g__;s__	GTDB_207	Y
2026749	GCA_003157485.1	GCA_003157485.1	Ignavibacteriae bacterium	Bacteria	Ignavibacteriota	Ignavibacteriota bacterium	d__Bacteria;p__Ignavibacteriae;c__;o__;f__;g__;s__	GTDB_207	Y
2026749	GCA_013285425.1	GCA_013285425.1	Ignavibacteriae bacterium	Bacteria	Ignavibacteriota	Ignavibacteriota bacterium	d__Bacteria;p__Ignavibacteriae;c__;o__;f__;g__;s__	GTDB_207	Y
2026749	GCA_016708125.1	GCA_016708125.1	Ignavibacteriae bacterium	Bacteria	Ignavibacteriota	Ignavibacteriota bacterium	d__Bacteria;p__Ignavibacteriae;c__;o__;f__;g__;s__	GTDB_207	Y
2026749	GCA_002746605.1	GCA_002746605.1	Ignavibacteriae bacterium	Bacteria	Ignavibacteriota	Ignavibacteriota bacterium	d__Bacteria;p__Ignavibacteriae;c__;o__;f__;g__;s__	GTDB_207	Y
2026752	GCA_013141415.1	GCA_013141415.1	Kiritimatiellaceae bacterium	Bacteria	Kiritimatiellota	Kiritimatiellaceae bacterium	d__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__Kiritimatiellales;f__Kiritimatiellaceae;g__;s__	GTDB_207	Y
2026754	GCA_002708265.1	GCA_002708265.1	Legionellales bacterium	Bacteria	Pseudomonadota	Legionellales bacterium	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__;g__;s__	GTDB_207	Y
2026754	GCA_013043985.1	GCA_013043985.1	Legionellales bacterium	Bacteria	Pseudomonadota	Legionellales bacterium	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__;g__;s__	GTDB_207	Y
2026756	GCA_017993235.1	GCA_017993235.1	Lentimicrobiaceae bacterium	Bacteria	Bacteroidota	Lentimicrobiaceae bacterium	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__;s__	GTDB_207	Y
2026756	GCA_015061335.1	GCA_015061335.1	Lentimicrobiaceae bacterium	Bacteria	Bacteroidota	Lentimicrobiaceae bacterium	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__;s__	GTDB_207	Y
2026756	GCA_015061295.1	GCA_015061295.1	Lentimicrobiaceae bacterium	Bacteria	Bacteroidota	Lentimicrobiaceae bacterium	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__;s__	GTDB_207	Y
2026757	GCA_017996175.1	GCA_017996175.1	Leptospiraceae bacterium	Bacteria	Spirochaetota	Leptospiraceae bacterium	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__;s__	GTDB_207	Y
2026759	GCA_015660855.1	GCA_015660855.1	Magnetococcales bacterium	Bacteria	Pseudomonadota	Magnetococcales bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales;f__;g__;s__	GTDB_207	Y
2026759	GCA_011089965.1	GCA_011089965.1	Magnetococcales bacterium	Bacteria	Pseudomonadota	Magnetococcales bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales;f__;g__;s__	GTDB_207	Y
2026759	GCA_015231755.1	GCA_015231755.1	Magnetococcales bacterium	Bacteria	Pseudomonadota	Magnetococcales bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales;f__;g__;s__	GTDB_207	Y
2026759	GCA_015231775.1	GCA_015231775.1	Magnetococcales bacterium	Bacteria	Pseudomonadota	Magnetococcales bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales;f__;g__;s__	GTDB_207	Y
2026759	GCA_015232365.1	GCA_015232365.1	Magnetococcales bacterium	Bacteria	Pseudomonadota	Magnetococcales bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales;f__;g__;s__	GTDB_207	Y
2026760	GCA_018671775.1	GCA_018671775.1	Candidatus Marinimicrobia bacterium	Bacteria	Candidatus Marinimicrobia	Candidatus Marinimicrobia bacterium	d__Bacteria;p__Candidatus Marinimicrobia;c__;o__;f__;g__;s__	GTDB_207	Y
2026760	GCA_018657495.1	GCA_018657495.1	Candidatus Marinimicrobia bacterium	Bacteria	Candidatus Marinimicrobia	Candidatus Marinimicrobia bacterium	d__Bacteria;p__Candidatus Marinimicrobia;c__;o__;f__;g__;s__	GTDB_207	Y
2026760	GCA_016784025.1	GCA_016784025.1	Candidatus Marinimicrobia bacterium	Bacteria	Candidatus Marinimicrobia	Candidatus Marinimicrobia bacterium	d__Bacteria;p__Candidatus Marinimicrobia;c__;o__;f__;g__;s__	GTDB_207	Y
2026760	GCA_002718285.1	GCA_002718285.1	Candidatus Marinimicrobia bacterium	Bacteria	Candidatus Marinimicrobia	Candidatus Marinimicrobia bacterium	d__Bacteria;p__Candidatus Marinimicrobia;c__;o__;f__;g__;s__	GTDB_207	Y
2026760	GCA_004124405.1	GCA_004124405.1	Candidatus Marinimicrobia bacterium	Bacteria	Candidatus Marinimicrobia	Candidatus Marinimicrobia bacterium	d__Bacteria;p__Candidatus Marinimicrobia;c__;o__;f__;g__;s__	GTDB_207	Y
2026761	GCA_016199835.1	GCA_016199835.1	Nitrosomonadales bacterium	Bacteria	Pseudomonadota	Nitrosomonadales bacterium	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__;g__;s__	GTDB_207	Y
2026761	GCA_005240145.1	GCA_005240145.1	Nitrosomonadales bacterium	Bacteria	Pseudomonadota	Nitrosomonadales bacterium	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__;g__;s__	GTDB_207	Y
2026761	GCA_016213335.1	GCA_016213335.1	Nitrosomonadales bacterium	Bacteria	Pseudomonadota	Nitrosomonadales bacterium	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__;g__;s__	GTDB_207	Y
2026761	GCA_016721605.1	GCA_016721605.1	Nitrosomonadales bacterium	Bacteria	Pseudomonadota	Nitrosomonadales bacterium	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__;g__;s__	GTDB_207	Y
2026761	GCA_009886095.1	GCA_009886095.1	Nitrosomonadales bacterium	Bacteria	Pseudomonadota	Nitrosomonadales bacterium	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__;g__;s__	GTDB_207	Y
2026762	GCA_014763705.1	GCA_014763705.1	Micrococcales bacterium	Bacteria	Actinomycetota	Micrococcales bacterium	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__;g__;s__	GTDB_207	Y
2026762	GCA_016719135.1	GCA_016719135.1	Micrococcales bacterium	Bacteria	Actinomycetota	Micrococcales bacterium	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__;g__;s__	GTDB_207	Y
2026762	GCA_009784895.1	GCA_009784895.1	Micrococcales bacterium	Bacteria	Actinomycetota	Micrococcales bacterium	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__;g__;s__	GTDB_207	Y
2026762	GCA_016212425.1	GCA_016212425.1	Micrococcales bacterium	Bacteria	Actinomycetota	Micrococcales bacterium	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__;g__;s__	GTDB_207	Y
2026762	GCA_016703125.1	GCA_016703125.1	Micrococcales bacterium	Bacteria	Actinomycetota	Micrococcales bacterium	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__;g__;s__	GTDB_207	Y
2026763	GCA_014240065.1	GCA_014240065.1	Myxococcales bacterium	Bacteria	Myxococcota	Myxococcales bacterium	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	GTDB_207	Y
2026763	GCA_003142855.1	GCA_003142855.1	Myxococcales bacterium	Bacteria	Myxococcota	Myxococcales bacterium	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	GTDB_207	Y
2026763	GCA_009692425.1	GCA_009692425.1	Myxococcales bacterium	Bacteria	Myxococcota	Myxococcales bacterium	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	GTDB_207	Y
2026763	GCA_016794345.1	GCA_016794345.1	Myxococcales bacterium	Bacteria	Myxococcota	Myxococcales bacterium	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	GTDB_207	Y
2026763	GCA_013215615.1	GCA_013215615.1	Myxococcales bacterium	Bacteria	Myxococcota	Myxococcales bacterium	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	GTDB_207	Y
2026764	GCA_018897155.1	GCA_018897155.1	Nanoarchaeota archaeon	Archaea	Nanoarchaeota	Nanoarchaeota archaeon	d__Archaea;p__Nanoarchaeota;c__;o__;f__;g__;s__	GTDB_207	Y
2026767	GCA_014237605.1	GCA_014237605.1	Nitrosomonadaceae bacterium	Bacteria	Pseudomonadota	Nitrosomonadaceae bacterium	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__;s__	GTDB_207	Y
2026767	GCA_014190895.1	GCA_014190895.1	Nitrosomonadaceae bacterium	Bacteria	Pseudomonadota	Nitrosomonadaceae bacterium	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__;s__	GTDB_207	Y
2026767	GCA_002721545.1	GCA_002721545.1	Nitrosomonadaceae bacterium	Bacteria	Pseudomonadota	Nitrosomonadaceae bacterium	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__;s__	GTDB_207	Y
2026768	GCA_007280335.1	GCA_007280335.1	Nitrosopumilales archaeon	Archaea	Nitrososphaerota	Nitrosopumilales archaeon	d__Archaea;p__Thaumarchaeota;c__;o__Nitrosopumilales;f__;g__;s__	GTDB_207	Y
2026768	GCA_016838795.1	GCA_016838795.1	Nitrosopumilales archaeon	Archaea	Nitrososphaerota	Nitrosopumilales archaeon	d__Archaea;p__Thaumarchaeota;c__;o__Nitrosopumilales;f__;g__;s__	GTDB_207	Y
2026769	GCA_009873635.1	GCA_009873635.1	Nitrospinae bacterium	Bacteria	Nitrospinota	Nitrospinota bacterium	d__Bacteria;p__Nitrospinae;c__;o__;f__;g__;s__	GTDB_207	Y
2026769	GCA_009839615.1	GCA_009839615.1	Nitrospinae bacterium	Bacteria	Nitrospinota	Nitrospinota bacterium	d__Bacteria;p__Nitrospinae;c__;o__;f__;g__;s__	GTDB_207	Y
2026769	GCA_016217735.1	GCA_016217735.1	Nitrospinae bacterium	Bacteria	Nitrospinota	Nitrospinota bacterium	d__Bacteria;p__Nitrospinae;c__;o__;f__;g__;s__	GTDB_207	Y
2026769	GCA_009873655.1	GCA_009873655.1	Nitrospinae bacterium	Bacteria	Nitrospinota	Nitrospinota bacterium	d__Bacteria;p__Nitrospinae;c__;o__;f__;g__;s__	GTDB_207	Y
2026769	GCA_016200345.1	GCA_016200345.1	Nitrospinae bacterium	Bacteria	Nitrospinota	Nitrospinota bacterium	d__Bacteria;p__Nitrospinae;c__;o__;f__;g__;s__	GTDB_207	Y
2026770	GCA_003170655.1	GCA_003170655.1	Nitrospiraceae bacterium	Bacteria	Nitrospirota	Nitrospiraceae bacterium	d__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__;s__	GTDB_207	Y
2026770	GCA_003453735.1	GCA_003453735.1	Nitrospiraceae bacterium	Bacteria	Nitrospirota	Nitrospiraceae bacterium	d__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__;s__	GTDB_207	Y
2026770	GCA_003599275.1	GCA_003599275.1	Nitrospiraceae bacterium	Bacteria	Nitrospirota	Nitrospiraceae bacterium	d__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__;s__	GTDB_207	Y
2026770	GCA_014379455.1	GCA_014379455.1	Nitrospiraceae bacterium	Bacteria	Nitrospirota	Nitrospiraceae bacterium	d__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__;s__	GTDB_207	Y
2026771	GCA_014529615.1	GCA_014529615.1	Opitutae bacterium	Bacteria	Verrucomicrobiota	Opitutae bacterium	d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__;f__;g__;s__	GTDB_207	Y
2026771	GCA_016217545.1	GCA_016217545.1	Opitutae bacterium	Bacteria	Verrucomicrobiota	Opitutae bacterium	d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__;f__;g__;s__	GTDB_207	Y
2026771	GCA_018663485.1	GCA_018663485.1	Opitutae bacterium	Bacteria	Verrucomicrobiota	Opitutae bacterium	d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__;f__;g__;s__	GTDB_207	Y
2026771	GCA_018675995.1	GCA_018675995.1	Opitutae bacterium	Bacteria	Verrucomicrobiota	Opitutae bacterium	d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__;f__;g__;s__	GTDB_207	Y
2026771	GCA_002862945.1	GCA_002862945.1	Opitutae bacterium	Bacteria	Verrucomicrobiota	Opitutae bacterium	d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__;f__;g__;s__	GTDB_207	Y
2026772	GCA_900760055.1	GCA_900760055.1	Opitutales bacterium	Bacteria	Verrucomicrobiota	Opitutales bacterium	d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__;g__;s__	GTDB_207	Y
2026772	GCA_900760665.1	GCA_900760665.1	Opitutales bacterium	Bacteria	Verrucomicrobiota	Opitutales bacterium	d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__;g__;s__	GTDB_207	Y
2026772	GCA_007123395.1	GCA_007123395.1	Opitutales bacterium	Bacteria	Verrucomicrobiota	Opitutales bacterium	d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__;g__;s__	GTDB_207	Y
2026772	GCA_016463705.1	GCA_016463705.1	Opitutales bacterium	Bacteria	Verrucomicrobiota	Opitutales bacterium	d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__;g__;s__	GTDB_207	Y
2026772	GCA_017440935.1	GCA_017440935.1	Opitutales bacterium	Bacteria	Verrucomicrobiota	Opitutales bacterium	d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__;g__;s__	GTDB_207	Y
2026775	GCA_018657885.1	GCA_018657885.1	Pelagibacteraceae bacterium	Bacteria	Pseudomonadota	Pelagibacteraceae bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__	GTDB_207	Y
2026775	GCA_008638125.1	GCA_008638125.1	Pelagibacteraceae bacterium	Bacteria	Pseudomonadota	Pelagibacteraceae bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__	GTDB_207	Y
2026775	GCA_002717245.1	GCA_002717245.1	Pelagibacteraceae bacterium	Bacteria	Pseudomonadota	Pelagibacteraceae bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__	GTDB_207	Y
2026776	GCA_016882165.1	GCA_016882165.1	Pelagibacterales bacterium	Bacteria	Pseudomonadota	Pelagibacterales bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__;g__;s__	GTDB_207	Y
2026776	GCA_002715505.1	GCA_002715505.1	Pelagibacterales bacterium	Bacteria	Pseudomonadota	Pelagibacterales bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__;g__;s__	GTDB_207	Y
2026776	GCA_002732015.1	GCA_002732015.1	Pelagibacterales bacterium	Bacteria	Pseudomonadota	Pelagibacterales bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__;g__;s__	GTDB_207	Y
2026777	GCA_007693725.1	GCA_007693725.1	Phycisphaeraceae bacterium	Bacteria	Planctomycetota	Phycisphaeraceae bacterium	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__	GTDB_207	Y
2026778	GCA_018052735.1	GCA_018052735.1	Phycisphaerae bacterium	Bacteria	Planctomycetota	Phycisphaerae bacterium	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__;f__;g__;s__	GTDB_207	Y
2026778	GCA_015493385.1	GCA_015493385.1	Phycisphaerae bacterium	Bacteria	Planctomycetota	Phycisphaerae bacterium	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__;f__;g__;s__	GTDB_207	Y
2026778	GCA_012517095.1	GCA_012517095.1	Phycisphaerae bacterium	Bacteria	Planctomycetota	Phycisphaerae bacterium	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__;f__;g__;s__	GTDB_207	Y
2026778	GCA_016794865.1	GCA_016794865.1	Phycisphaerae bacterium	Bacteria	Planctomycetota	Phycisphaerae bacterium	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__;f__;g__;s__	GTDB_207	Y
2026778	GCA_018433925.1	GCA_018433925.1	Phycisphaerae bacterium	Bacteria	Planctomycetota	Phycisphaerae bacterium	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__;f__;g__;s__	GTDB_207	Y
2026779	GCA_006969385.1	GCA_006969385.1	Planctomycetaceae bacterium	Bacteria	Planctomycetota	Planctomycetaceae bacterium	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	GTDB_207	Y
2026779	GCA_016795075.1	GCA_016795075.1	Planctomycetaceae bacterium	Bacteria	Planctomycetota	Planctomycetaceae bacterium	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	GTDB_207	Y
2026779	GCA_003233175.1	GCA_003233175.1	Planctomycetaceae bacterium	Bacteria	Planctomycetota	Planctomycetaceae bacterium	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	GTDB_207	Y
2026779	GCA_018694455.1	GCA_018694455.1	Planctomycetaceae bacterium	Bacteria	Planctomycetota	Planctomycetaceae bacterium	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	GTDB_207	Y
2026779	GCA_016793115.1	GCA_016793115.1	Planctomycetaceae bacterium	Bacteria	Planctomycetota	Planctomycetaceae bacterium	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	GTDB_207	Y
2026780	GCA_017853435.1	GCA_017853435.1	Planctomycetes bacterium	Bacteria	Planctomycetota	Planctomycetota bacterium	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	GTDB_207	Y
2026780	GCA_016209605.1	GCA_016209605.1	Planctomycetes bacterium	Bacteria	Planctomycetota	Planctomycetota bacterium	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	GTDB_207	Y
2026780	GCA_003576915.1	GCA_003576915.1	Planctomycetes bacterium	Bacteria	Planctomycetota	Planctomycetota bacterium	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	GTDB_207	Y
2026780	GCA_011321845.1	GCA_011321845.1	Planctomycetes bacterium	Bacteria	Planctomycetota	Planctomycetota bacterium	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	GTDB_207	Y
2026780	GCA_016873155.1	GCA_016873155.1	Planctomycetes bacterium	Bacteria	Planctomycetota	Planctomycetota bacterium	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	GTDB_207	Y
2026781	GCA_016215705.1	GCA_016215705.1	Candidatus Poribacteria bacterium	Bacteria	Candidatus Poribacteria	Candidatus Poribacteria bacterium	d__Bacteria;p__Candidatus Poribacteria;c__;o__;f__;g__;s__	GTDB_207	Y
2026781	GCA_003635195.1	GCA_003635195.1	Candidatus Poribacteria bacterium	Bacteria	Candidatus Poribacteria	Candidatus Poribacteria bacterium	d__Bacteria;p__Candidatus Poribacteria;c__;o__;f__;g__;s__	GTDB_207	Y
2026781	GCA_009845545.1	GCA_009845545.1	Candidatus Poribacteria bacterium	Bacteria	Candidatus Poribacteria	Candidatus Poribacteria bacterium	d__Bacteria;p__Candidatus Poribacteria;c__;o__;f__;g__;s__	GTDB_207	Y
2026781	GCA_009839975.1	GCA_009839975.1	Candidatus Poribacteria bacterium	Bacteria	Candidatus Poribacteria	Candidatus Poribacteria bacterium	d__Bacteria;p__Candidatus Poribacteria;c__;o__;f__;g__;s__	GTDB_207	Y
2026781	GCA_012270795.1	GCA_012270795.1	Candidatus Poribacteria bacterium	Bacteria	Candidatus Poribacteria	Candidatus Poribacteria bacterium	d__Bacteria;p__Candidatus Poribacteria;c__;o__;f__;g__;s__	GTDB_207	Y
2026782	GCA_012960115.1	GCA_012960115.1	Porticoccaceae bacterium	Bacteria	Pseudomonadota	Porticoccaceae bacterium	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae;g__;s__	GTDB_207	Y
2026782	GCA_018662305.1	GCA_018662305.1	Porticoccaceae bacterium	Bacteria	Pseudomonadota	Porticoccaceae bacterium	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae;g__;s__	GTDB_207	Y
2026782	GCA_002702725.1	GCA_002702725.1	Porticoccaceae bacterium	Bacteria	Pseudomonadota	Porticoccaceae bacterium	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae;g__;s__	GTDB_207	Y
2026784	GCA_003331195.1	GCA_003331195.1	Puniceicoccaceae bacterium	Bacteria	Verrucomicrobiota	Puniceicoccaceae bacterium	d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae;g__;s__	GTDB_207	Y
2026784	GCA_007117865.1	GCA_007117865.1	Puniceicoccaceae bacterium	Bacteria	Verrucomicrobiota	Puniceicoccaceae bacterium	d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae;g__;s__	GTDB_207	Y
