ncbi_species_taxid	accession	ncbi_genbank_assembly_accession	ncbi_organism_name	kingdom	phylum	species	ncbi_taxonomy	source	is_published
924	GCA_018263115.1	GCA_018263115.1	Thiobacillus sp.	Bacteria	Pseudomonadota	Thiobacillus sp.	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Thiobacillus;s__	GTDB_207	Y
960	GCA_002872415.1	GCA_002872415.1	Bacteriovorax stolpii	Bacteria	Bdellovibrionota	Bacteriovorax stolpii	d__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Bacteriovorax;s__Bacteriovorax stolpii	GTDB_207	Y
971	GCA_902798865.1	GCA_902798865.1	Selenomonas ruminantium	Bacteria	Bacillota	Selenomonas ruminantium	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas ruminantium	GTDB_207	Y
971	GCA_900104055.1	GCA_900104055.1	Selenomonas ruminantium	Bacteria	Bacillota	Selenomonas ruminantium	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas ruminantium	GTDB_207	Y
971	GCA_900100835.1	GCA_900100835.1	Selenomonas ruminantium	Bacteria	Bacillota	Selenomonas ruminantium	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas ruminantium	GTDB_207	Y
971	GCA_015058575.1	GCA_015058575.1	Selenomonas ruminantium	Bacteria	Bacillota	Selenomonas ruminantium	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas ruminantium	GTDB_207	Y
971	GCA_900142515.1	GCA_900142515.1	Selenomonas ruminantium	Bacteria	Bacillota	Selenomonas ruminantium	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas ruminantium	GTDB_207	Y
1004	GCA_014190745.1	GCA_014190745.1	Chitinophaga sancti	Bacteria	Bacteroidota	Chitinophaga sancti	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga sancti	GTDB_207	Y
1042	GCA_013001165.1	GCA_013001165.1	Erythrobacter sp.	Bacteria	Pseudomonadota	Erythrobacter sp.	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__	GTDB_207	Y
1042	GCA_002695185.1	GCA_002695185.1	Erythrobacter sp.	Bacteria	Pseudomonadota	Erythrobacter sp.	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__	GTDB_207	Y
1074	GCA_014197695.1	GCA_014197695.1	Rhodoblastus acidophilus	Bacteria	Pseudomonadota	Rhodoblastus acidophilus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__Rhodoblastus acidophilus	GTDB_207	Y
1076	GCA_003031265.1	GCA_003031265.1	Rhodopseudomonas palustris	Bacteria	Pseudomonadota	Rhodopseudomonas palustris	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Bradyrhizobiaceae;g__Rhodopseudomonas;s__Rhodopseudomonas palustris	GTDB_207	Y
1079	GCA_005768725.1	GCA_005768725.1	Blastochloris viridis	Bacteria	Pseudomonadota	Blastochloris viridis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Blastochloridaceae;g__Blastochloris;s__Blastochloris viridis	GTDB_207	Y
1095	GCA_005843815.1	GCA_005843815.1	Chlorobium sp.	Bacteria	Chlorobiota	Chlorobium sp.	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__	GTDB_207	Y
1095	GCA_013203905.1	GCA_013203905.1	Chlorobium sp.	Bacteria	Chlorobiota	Chlorobium sp.	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__	GTDB_207	Y
1113	GCA_014359685.1	GCA_014359685.1	Porphyrobacter sp.	Bacteria	Pseudomonadota	Porphyrobacter sp.	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Porphyrobacter;s__	GTDB_207	Y
1131	GCA_011055065.1	GCA_011055065.1	Synechococcus sp.	Bacteria	Cyanobacteriota	Synechococcus sp.	d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__	GTDB_207	Y
1151	GCA_004292515.1	GCA_004292515.1	Oscillatoriales cyanobacterium	Bacteria	Cyanobacteriota	Oscillatoriales cyanobacterium	d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__;g__;s__	GTDB_207	Y
1167	GCA_011332035.1	GCA_011332035.1	Anabaena sp.	Bacteria	Cyanobacteriota	Anabaena sp.	d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Anabaena;s__	GTDB_207	Y
1211	GCA_903856805.1	GCA_903856805.1	uncultured cyanobacterium	Bacteria	Cyanobacteriota	uncultured cyanobacterium	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	GTDB_207	Y
1211	GCA_903903925.1	GCA_903903925.1	uncultured cyanobacterium	Bacteria	Cyanobacteriota	uncultured cyanobacterium	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	GTDB_207	Y
1211	GCA_903858015.1	GCA_903858015.1	uncultured cyanobacterium	Bacteria	Cyanobacteriota	uncultured cyanobacterium	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	GTDB_207	Y
1211	GCA_903819605.1	GCA_903819605.1	uncultured cyanobacterium	Bacteria	Cyanobacteriota	uncultured cyanobacterium	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	GTDB_207	Y
1211	GCA_903869185.1	GCA_903869185.1	uncultured cyanobacterium	Bacteria	Cyanobacteriota	uncultured cyanobacterium	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	GTDB_207	Y
1231	GCA_003268875.1	GCA_003268875.1	Nitrosospira multiformis	Bacteria	Pseudomonadota	Nitrosospira multiformis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosospira;s__Nitrosospira multiformis	GTDB_207	Y
1265	GCA_002371825.1	GCA_002371825.1	Ruminococcus flavefaciens	Bacteria	Bacillota	Ruminococcus flavefaciens	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus flavefaciens	GTDB_207	Y
1265	GCA_004554385.1	GCA_004554385.1	Ruminococcus flavefaciens	Bacteria	Bacillota	Ruminococcus flavefaciens	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus flavefaciens	GTDB_207	Y
1265	GCA_900108555.1	GCA_900108555.1	Ruminococcus flavefaciens	Bacteria	Bacillota	Ruminococcus flavefaciens	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus flavefaciens	GTDB_207	Y
1265	GCA_902760805.1	GCA_902760805.1	Ruminococcus flavefaciens	Bacteria	Bacillota	Ruminococcus flavefaciens	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus flavefaciens	GTDB_207	Y
1265	GCA_902762855.1	GCA_902762855.1	Ruminococcus flavefaciens	Bacteria	Bacillota	Ruminococcus flavefaciens	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus flavefaciens	GTDB_207	Y
1302	GCA_001578795.1	GCA_001578795.1	Streptococcus gordonii	Bacteria	Bacillota	Streptococcus gordonii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gordonii	GTDB_207	Y
1303	GCA_001578705.1	GCA_001578705.1	Streptococcus oralis	Bacteria	Bacillota	Streptococcus oralis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis	GTDB_207	Y
1303	GCA_004127215.1	GCA_004127215.1	Streptococcus oralis	Bacteria	Bacillota	Streptococcus oralis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis	GTDB_207	Y
1303	GCA_001579175.1	GCA_001579175.1	Streptococcus oralis	Bacteria	Bacillota	Streptococcus oralis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis	GTDB_207	Y
1303	GCA_001578935.1	GCA_001578935.1	Streptococcus oralis	Bacteria	Bacillota	Streptococcus oralis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis	GTDB_207	Y
1303	GCA_001578945.1	GCA_001578945.1	Streptococcus oralis	Bacteria	Bacillota	Streptococcus oralis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis	GTDB_207	Y
1305	GCA_003943655.1	GCA_003943655.1	Streptococcus sanguinis	Bacteria	Bacillota	Streptococcus sanguinis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	GTDB_207	Y
1307	GCA_002960625.1	GCA_002960625.1	Streptococcus suis	Bacteria	Bacillota	Streptococcus suis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis	GTDB_207	Y
1307	GCA_902702775.1	GCA_902702775.1	Streptococcus suis	Bacteria	Bacillota	Streptococcus suis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis	GTDB_207	Y
1307	GCA_002831545.1	GCA_002831545.1	Streptococcus suis	Bacteria	Bacillota	Streptococcus suis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis	GTDB_207	Y
1307	GCA_016743335.1	GCA_016743335.1	Streptococcus suis	Bacteria	Bacillota	Streptococcus suis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis	GTDB_207	Y
1318	GCA_001074805.1	GCA_001074805.1	Streptococcus parasanguinis	Bacteria	Bacillota	Streptococcus parasanguinis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis	GTDB_207	Y
1318	GCA_016648925.1	GCA_016648925.1	Streptococcus parasanguinis	Bacteria	Bacillota	Streptococcus parasanguinis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis	GTDB_207	Y
1318	GCA_009717815.1	GCA_009717815.1	Streptococcus parasanguinis	Bacteria	Bacillota	Streptococcus parasanguinis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis	GTDB_207	Y
1376	GCA_003286825.1	GCA_003286825.1	Aerococcus urinae	Bacteria	Bacillota	Aerococcus urinae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus urinae	GTDB_207	Y
1376	GCA_003286645.1	GCA_003286645.1	Aerococcus urinae	Bacteria	Bacillota	Aerococcus urinae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus urinae	GTDB_207	Y
1396	GCA_900094905.1	GCA_900094905.1	Bacillus cereus	Bacteria	Bacillota	Bacillus cereus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	GTDB_207	Y
1396	GCA_006384875.1	GCA_006384875.1	Bacillus cereus	Bacteria	Bacillota	Bacillus cereus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	GTDB_207	Y
1396	GCA_002200015.1	GCA_002200015.1	Bacillus cereus	Bacteria	Bacillota	Bacillus cereus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	GTDB_207	Y
1396	GCA_002559665.1	GCA_002559665.1	Bacillus cereus	Bacteria	Bacillota	Bacillus cereus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	GTDB_207	Y
1396	GCA_002577405.1	GCA_002577405.1	Bacillus cereus	Bacteria	Bacillota	Bacillus cereus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	GTDB_207	Y
1397	GCA_003726095.1	GCA_003726095.1	Bacillus circulans	Bacteria	Bacillota	Niallia circulans	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Niallia;s__Bacillus circulans	GTDB_207	Y
1397	GCA_007273535.1	GCA_007273535.1	Bacillus circulans	Bacteria	Bacillota	Niallia circulans	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Niallia;s__Bacillus circulans	GTDB_207	Y
1409	GCA_011524565.1	GCA_011524565.1	Bacillus sp. (in: Bacteria)	Bacteria	Bacillota	Bacillus sp. (in: firmicutes)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	GTDB_207	Y
1423	GCA_008764245.1	GCA_008764245.1	Bacillus subtilis	Bacteria	Bacillota	Bacillus subtilis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	GTDB_207	Y
1484	GCA_001653195.1	GCA_001653195.1	Hydrogenibacillus schlegelii	Bacteria	Bacillota	Hydrogenibacillus schlegelii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Hydrogenibacillus;s__Hydrogenibacillus schlegelii	GTDB_207	Y
1506	GCA_012517995.1	GCA_012517995.1	Clostridium sp.	Bacteria	Bacillota	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__	GTDB_207	Y
1506	GCA_018335695.1	GCA_018335695.1	Clostridium sp.	Bacteria	Bacillota	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__	GTDB_207	Y
1506	GCA_016650035.1	GCA_016650035.1	Clostridium sp.	Bacteria	Bacillota	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__	GTDB_207	Y
1506	GCA_004554205.1	GCA_004554205.1	Clostridium sp.	Bacteria	Bacillota	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__	GTDB_207	Y
1506	GCA_018372555.1	GCA_018372555.1	Clostridium sp.	Bacteria	Bacillota	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__	GTDB_207	Y
1684	GCA_000967265.1	GCA_000967265.1	Bifidobacterium asteroides	Bacteria	Actinomycetota	Bifidobacterium asteroides	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium asteroides	GTDB_207	Y
1755	GCA_014896455.1	GCA_014896455.1	Thermoanaerobacter sp.	Bacteria	Bacillota	Thermoanaerobacter sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter;s__	GTDB_207	Y
1785	GCA_019236925.1	GCA_019236925.1	Mycobacterium sp.	Bacteria	Actinomycetota	Mycobacterium sp.	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	GTDB_207	Y
1785	GCA_019247615.1	GCA_019247615.1	Mycobacterium sp.	Bacteria	Actinomycetota	Mycobacterium sp.	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	GTDB_207	Y
1785	GCA_004298145.1	GCA_004298145.1	Mycobacterium sp.	Bacteria	Actinomycetota	Mycobacterium sp.	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	GTDB_207	Y
1785	GCA_003165155.1	GCA_003165155.1	Mycobacterium sp.	Bacteria	Actinomycetota	Mycobacterium sp.	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	GTDB_207	Y
1785	GCA_018882965.1	GCA_018882965.1	Mycobacterium sp.	Bacteria	Actinomycetota	Mycobacterium sp.	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	GTDB_207	Y
1821	GCA_017354515.1	GCA_017354515.1	Nocardia sp.	Bacteria	Actinomycetota	Nocardia sp.	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Nocardiaceae;g__Nocardia;s__	GTDB_207	Y
1893	GCA_000745675.1	GCA_000745675.1	Streptomyces atratus	Bacteria	Actinomycetota	Streptomyces atratus	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces atratus	GTDB_207	Y
1930	GCA_014203845.1	GCA_014203845.1	Streptomyces scabiei	Bacteria	Actinomycetota	Streptomyces scabiei	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces scabiei	GTDB_207	Y
2108	GCA_018064845.1	GCA_018064845.1	Mycoplasma sp.	Bacteria	Mycoplasmatota	Mycoplasma sp.	d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__	GTDB_207	Y
2164	GCA_003162115.1	GCA_003162115.1	Methanobacterium sp.	Archaea	Euryarchaeota	Methanobacterium sp.	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	GTDB_207	Y
2164	GCA_016217785.1	GCA_016217785.1	Methanobacterium sp.	Archaea	Euryarchaeota	Methanobacterium sp.	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	GTDB_207	Y
2164	GCA_009712615.1	GCA_009712615.1	Methanobacterium sp.	Archaea	Euryarchaeota	Methanobacterium sp.	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	GTDB_207	Y
2164	GCA_018263005.1	GCA_018263005.1	Methanobacterium sp.	Archaea	Euryarchaeota	Methanobacterium sp.	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	GTDB_207	Y
2164	GCA_015661405.1	GCA_015661405.1	Methanobacterium sp.	Archaea	Euryarchaeota	Methanobacterium sp.	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	GTDB_207	Y
2234	GCA_011367245.1	GCA_011367245.1	Archaeoglobus fulgidus	Archaea	Euryarchaeota	Archaeoglobus fulgidus	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus	GTDB_207	Y
2234	GCA_011333375.1	GCA_011333375.1	Archaeoglobus fulgidus	Archaea	Euryarchaeota	Archaeoglobus fulgidus	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus	GTDB_207	Y
2234	GCA_011048195.1	GCA_011048195.1	Archaeoglobus fulgidus	Archaea	Euryarchaeota	Archaeoglobus fulgidus	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus	GTDB_207	Y
2269	GCA_011372985.1	GCA_011372985.1	Thermofilum pendens	Archaea	Thermoproteota	Thermofilum pendens	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermofilaceae;g__Thermofilum;s__Thermofilum pendens	GTDB_207	Y
2269	GCA_011363115.1	GCA_011363115.1	Thermofilum pendens	Archaea	Thermoproteota	Thermofilum pendens	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermofilaceae;g__Thermofilum;s__Thermofilum pendens	GTDB_207	Y
2280	GCA_011366735.1	GCA_011366735.1	Staphylothermus marinus	Archaea	Thermoproteota	Staphylothermus marinus	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Staphylothermus;s__Staphylothermus marinus	GTDB_207	Y
2358	GCA_011362925.1	GCA_011362925.1	Desulfomonile tiedjei	Bacteria	Thermodesulfobacteriota	Desulfomonile tiedjei	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile tiedjei	GTDB_207	Y
2358	GCA_016212925.1	GCA_016212925.1	Desulfomonile tiedjei	Bacteria	Thermodesulfobacteriota	Desulfomonile tiedjei	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile tiedjei	GTDB_207	Y
2384	GCA_012524135.1	GCA_012524135.1	Epulopiscium sp.	Bacteria	Bacillota	Epulopiscium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Epulopiscium;s__	GTDB_207	Y
2384	GCA_012518255.1	GCA_012518255.1	Epulopiscium sp.	Bacteria	Bacillota	Epulopiscium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Epulopiscium;s__	GTDB_207	Y
2384	GCA_012521175.1	GCA_012521175.1	Epulopiscium sp.	Bacteria	Bacillota	Epulopiscium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Epulopiscium;s__	GTDB_207	Y
2384	GCA_012519385.1	GCA_012519385.1	Epulopiscium sp.	Bacteria	Bacillota	Epulopiscium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Epulopiscium;s__	GTDB_207	Y
28037	GCA_001579665.1	GCA_001579665.1	Streptococcus mitis	Bacteria	Bacillota	Streptococcus mitis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis	GTDB_207	Y
28037	GCA_002096835.1	GCA_002096835.1	Streptococcus mitis	Bacteria	Bacillota	Streptococcus mitis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis	GTDB_207	Y
28037	GCA_016658865.1	GCA_016658865.1	Streptococcus mitis	Bacteria	Bacillota	Streptococcus mitis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis	GTDB_207	Y
28037	GCA_013305725.1	GCA_013305725.1	Streptococcus mitis	Bacteria	Bacillota	Streptococcus mitis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis	GTDB_207	Y
28037	GCA_009496205.1	GCA_009496205.1	Streptococcus mitis	Bacteria	Bacillota	Streptococcus mitis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis	GTDB_207	Y
28121	GCA_017635265.1	GCA_017635265.1	Butyrivibrio sp.	Bacteria	Bacillota	Butyrivibrio sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Butyrivibrio;s__	GTDB_207	Y
28121	GCA_017470505.1	GCA_017470505.1	Butyrivibrio sp.	Bacteria	Bacillota	Butyrivibrio sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Butyrivibrio;s__	GTDB_207	Y
28121	GCA_014799955.1	GCA_014799955.1	Butyrivibrio sp.	Bacteria	Bacillota	Butyrivibrio sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Butyrivibrio;s__	GTDB_207	Y
28121	GCA_017620235.1	GCA_017620235.1	Butyrivibrio sp.	Bacteria	Bacillota	Butyrivibrio sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Butyrivibrio;s__	GTDB_207	Y
28121	GCA_015056655.1	GCA_015056655.1	Butyrivibrio sp.	Bacteria	Bacillota	Butyrivibrio sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Butyrivibrio;s__	GTDB_207	Y
28201	GCA_019104905.1	GCA_019104905.1	Bdellovibrio sp.	Bacteria	Bdellovibrionota	Bdellovibrio sp.	d__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__	GTDB_207	Y
